timestamp,period_start,period_end,period_code,period_count,metric_name,metric_value,symbol
2023-03-31,2022-04-01,2023-03-31,A,1,net profit,885.07,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,net profit,235.63,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,new bonus shares,0.0,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,no. of equity shares,188171323.0,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,operating profit,468.52,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,operating_profit,1924.9300000000003,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,other assets,11184.57,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,other expenses,811.01,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,other income,196.27,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,other income,54.82,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,other liabilities,6252.26,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,other mfr. exp,1032.75,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,power and fuel,5742.72,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,price,1667.2,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,price_to_earning,35.37,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,profit before tax,1202.6,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,profit before tax,331.35,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,quarterly OPM,9.779352983044975,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,raw material cost,5646.91,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,receivables,869.24,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,reserves,13950.48,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,sales,22210.18,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,sales,4790.91,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,selling and admin,6208.85,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,tax,317.39,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,tax,95.69,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,total,20543.77,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,total.1,20543.77,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,working_capital,4932.3099999999995,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,yearly OPM,8.67,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,depreciation,200.05,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,expenses,4430.23,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,interest,25.11,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,net profit,466.1,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,operating profit,770.88,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,other income,79.83,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,profit before tax,625.55,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,quarterly OPM,14.821451574760003,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,sales,5201.11,TCS
2023-06-30,2023-09-01,2023-06-30,Q,2,tax,159.41,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,depreciation,212.8,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,expenses,3885.45,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,interest,28.86,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,net profit,387.85,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,operating profit,549.28,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,other income,211.78,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,profit before tax,519.4,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,quarterly OPM,12.385872420643421,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,sales,4434.73,TCS
2023-09-30,2023-12-01,2023-09-30,Q,3,tax,131.52,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,depreciation,235.23,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,expenses,4009.64,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,interest,33.91,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,net profit,537.63,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,operating profit,904.72,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,other income,93.73,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,profit before tax,729.31,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,quarterly OPM,18.409721713508983,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,sales,4914.36,TCS
2023-12-31,2024-03-01,2023-12-31,Q,4,tax,191.64,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,EPS,124.33,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,ROE,14.0,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,adjusted equity shares in cr,18.78,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,borrowings,354.85,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,capital work in progress,985.81,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,cash & bank,1862.87,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,cash from financing activity,-443.15,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,cash from investing activity,-1204.64,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,cash from operating activity,2995.11,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,change in inventory,-34.37,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,debtor_days,15.13,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,depreciation,885.05,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,depreciation,236.97,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,dividend amount,140.99,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,dividend_payout,6.04,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,employee cost,737.2,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,equity share capital,187.99,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,expenses,16897.26,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,expenses,4571.94,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,face value,10.0,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,interest,154.58,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,interest,66.7,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,inventory,1868.55,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,inventory_turnover,10.68,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,investments,810.55,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,net block,10007.37,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,net cash flow,1347.32,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,net profit,2334.92,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,net profit,943.34,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,new bonus shares,0.0,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,no. of equity shares,188171323.0,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,operating profit,836.78,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,operating_profit,3061.66,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,other assets,11564.01,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,other expenses,158.32,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,other income,735.33,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,other income,349.99,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,other liabilities,6684.67,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,other mfr. exp,777.23,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,power and fuel,4003.0,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,price,2491.7,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,price_to_earning,20.04,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,profit before tax,2757.36,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,profit before tax,883.1,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,quarterly OPM,15.470943217618954,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,raw material cost,6048.19,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,receivables,827.5,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,reserves,16140.23,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,sales,19958.92,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,sales,5408.72,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,selling and admin,5138.95,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,tax,422.28,TCS
2024-03-31,2024-06-01,2024-03-31,Q,1,tax,-60.29,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,total,23367.74,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,total.1,23367.74,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,working_capital,4879.34,TCS
2024-03-31,2023-04-01,2024-03-31,A,1,yearly OPM,15.34,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,depreciation,234.54,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,expenses,4520.01,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,interest,33.14,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,net profit,359.7,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,operating profit,679.08,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,other income,72.66,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,profit before tax,484.06,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,quarterly OPM,13.061516534624328,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,sales,5199.09,TCS
2024-06-30,2024-09-01,2024-06-30,Q,2,tax,124.32,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,depreciation,242.3,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,expenses,4177.51,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,interest,33.26,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,net profit,199.66,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,operating profit,436.01,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,other income,123.59,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,profit before tax,284.04,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,quarterly OPM,9.450701416705682,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,sales,4613.52,TCS
2024-09-30,2024-12-01,2024-09-30,Q,3,tax,84.34,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,depreciation,259.59,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,expenses,4811.66,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,interest,28.19,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,net profit,1091.73,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,operating profit,1115.72,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,other income,648.56,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,profit before tax,1476.5,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,quarterly OPM,18.823156268030733,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,sales,5927.38,TCS
2024-12-31,2025-03-01,2024-12-31,Q,4,tax,384.71,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,EPS,127.91,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,ROE,13.0,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,adjusted equity shares in cr,18.78,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,borrowings,429.77,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,capital work in progress,2061.48,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,cash & bank,1649.27,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,cash from financing activity,-1002.26,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,cash from investing activity,-1262.48,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,cash from operating activity,1711.48,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,change in inventory,-146.75,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,debtor_days,19.5,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,depreciation,1001.31,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,depreciation,264.88,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,dividend amount,140.99,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,dividend_payout,5.87,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,employee cost,717.75,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,equity share capital,187.99,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,expenses,18700.950000000004,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,expenses,5284.34,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,face value,10.0,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,interest,108.22,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,interest,13.63,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,inventory,1925.42,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,inventory_turnover,11.3,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,investments,1508.92,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,net block,10829.46,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,net cash flow,-553.26,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,net profit,2402.12,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,net profit,751.03,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,new bonus shares,0.0,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,no. of equity shares,188171323.0,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,operating profit,830.21,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,operating_profit,3061.359999999997,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,other assets,11012.75,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,other expenses,246.83,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,other income,1174.95,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,other income,330.48,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,other liabilities,6428.0,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,other mfr. exp,747.76,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,power and fuel,3505.41,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,price,1942.65,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,price_to_earning,15.19,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,profit before tax,3126.78,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,profit before tax,882.18,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,quarterly OPM,13.577614051729073,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,raw material cost,8099.1,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,receivables,1162.91,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,reserves,18366.85,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,sales,21762.31,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,sales,6114.55,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,selling and admin,5237.35,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,tax,724.51,TCS
2025-03-31,2025-06-01,2025-03-31,Q,1,tax,131.14,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,total,25412.61,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,total.1,25412.61,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,working_capital,4584.75,TCS
2025-03-31,2024-04-01,2025-03-31,A,1,yearly OPM,14.07,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,depreciation,254.58,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,expenses,5309.22,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,interest,30.45,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,net profit,375.38,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,operating profit,778.01,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,other income,69.97,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,profit before tax,562.95,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,quarterly OPM,12.781018624234669,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,sales,6087.23,TCS
2025-06-30,2025-09-01,2025-06-30,Q,2,tax,187.53,TCS
